bc_wells,subcluster
10_64_84,D21_1
10_64_85,D21_2
10_65_15,D21_2
10_65_45,D21_1
10_65_69,D21_1
10_65_92,D21_1
10_66_64,D21_2
10_67_84,D21_3
10_68_48,D21_2
10_68_49,D21_1
10_68_50,D21_1
10_68_76,D21_4
10_68_85,D21_1
10_69_32,D21_1
10_69_36,D21_1
10_69_85,D21_1
10_69_94,D21_1
10_70_18,D21_2
10_70_53,D21_2
10_70_54,D21_2
10_70_62,D21_4
10_70_65,D21_1
10_70_69,D21_1
10_70_72,D21_1
10_71_25,D21_1
10_71_30,D21_1
10_71_35,D21_2
10_71_51,D21_2
10_71_78,D21_1
10_71_90,D21_4
10_71_91,D21_2
10_72_40,D21_3
10_72_55,D21_3
10_72_61,D21_1
10_73_35,D21_4
10_73_50,D21_1
10_73_82,D21_1
10_73_83,D21_4
10_74_18,D21_1
10_74_31,D21_2
10_74_42,D21_2
10_75_09,D21_2
10_76_22,D21_2
10_76_28,D21_1
10_76_39,D21_4
10_76_41,D21_1
10_76_47,D21_1
10_76_51,D21_1
10_77_05,D21_1
10_77_24,D21_1
10_77_47,D21_2
10_77_50,D21_2
10_77_66,D21_1
10_77_72,D21_2
10_77_75,D21_1
10_77_76,D21_3
10_78_12,D21_1
10_78_39,D21_2
10_78_51,D21_1
10_78_60,D21_4
10_78_62,D21_2
10_79_51,D21_1
10_79_57,D21_1
10_79_81,D21_2
10_80_33,D21_2
10_80_79,D21_1
10_81_34,D21_2
10_81_58,D21_2
10_81_64,D21_4
10_82_26,D21_2
10_82_28,D21_1
10_82_51,D21_1
10_83_05,D21_3
10_83_08,D21_1
10_83_17,D21_4
10_83_24,D21_1
10_83_37,D21_2
10_83_40,D21_4
10_83_43,D21_2
10_83_50,D21_2
10_83_51,D21_2
10_83_62,D21_2
10_84_14,D21_1
10_85_06,D21_2
10_85_11,D21_1
10_85_47,D21_1
10_85_66,D21_1
10_86_16,D21_1
10_86_26,D21_4
10_86_62,D21_2
10_86_75,D21_2
10_87_13,D21_2
10_87_29,D21_1
10_87_35,D21_2
10_87_37,D21_1
10_87_44,D21_2
10_87_46,D21_2
10_87_55,D21_1
10_87_61,D21_2
10_87_90,D21_2
10_88_01,D21_1
10_88_89,D21_2
10_89_24,D21_2
10_89_48,D21_1
10_89_78,D21_1
10_89_90,D21_1
10_90_36,D21_2
10_90_39,D21_1
10_90_44,D21_2
10_90_73,D21_2
10_90_77,D21_1
10_90_87,D21_4
10_91_03,D21_4
10_91_17,D21_2
10_91_25,D21_1
10_91_54,D21_1
10_91_65,D21_1
10_91_77,D21_1
10_92_04,D21_1
10_92_28,D21_2
10_92_35,D21_2
10_92_37,D21_2
10_92_55,D21_1
10_92_91,D21_4
10_92_96,D21_1
10_93_27,D21_4
10_93_28,D21_1
10_94_19,D21_3
10_94_50,D21_2
10_94_94,D21_2
10_95_17,D21_2
10_96_80,D21_2
11_01_26,D21_4
11_01_40,D21_2
11_01_53,D21_1
11_01_65,D21_2
11_01_67,D21_4
11_02_20,D21_2
11_02_30,D21_1
11_02_61,D21_2
11_02_80,D21_3
11_03_15,D21_1
11_03_21,D21_1
11_03_64,D21_1
11_04_34,D21_2
11_04_59,D21_2
11_04_65,D21_1
11_04_73,D21_1
11_05_26,D21_1
11_05_27,D21_1
11_05_49,D21_1
11_05_52,D21_1
11_05_61,D21_2
11_05_69,D21_1
11_05_77,D21_1
11_05_90,D21_1
11_06_03,D21_2
11_06_19,D21_2
11_06_25,D21_2
11_06_42,D21_1
11_06_82,D21_1
11_07_60,D21_4
11_07_62,D21_1
11_07_73,D21_1
11_07_93,D21_2
11_08_17,D21_1
11_08_22,D21_1
11_08_37,D21_4
11_08_60,D21_3
11_08_63,D21_2
11_08_66,D21_1
11_08_93,D21_3
11_09_41,D21_2
11_09_48,D21_1
11_10_11,D21_2
11_10_63,D21_1
11_10_67,D21_1
11_10_70,D21_1
11_10_77,D21_1
11_10_88,D21_1
11_11_31,D21_1
11_11_34,D21_1
11_12_15,D21_2
11_12_22,D21_2
11_12_32,D21_2
11_12_36,D21_1
11_12_54,D21_1
11_12_56,D21_1
11_12_59,D21_2
11_12_80,D21_2
11_12_85,D21_2
11_13_23,D21_1
11_13_27,D21_3
11_13_33,D21_1
11_13_62,D21_2
11_13_85,D21_3
11_14_13,D21_1
11_14_66,D21_1
11_14_79,D21_1
11_14_84,D21_1
11_14_85,D21_1
11_15_17,D21_2
11_15_33,D21_1
11_15_35,D21_2
11_15_54,D21_2
11_15_58,D21_1
11_15_60,D21_4
11_15_71,D21_1
11_15_84,D21_1
11_15_90,D21_2
11_16_14,D21_1
11_16_26,D21_2
11_16_37,D21_1
11_16_44,D21_2
11_16_64,D21_1
11_16_90,D21_1
11_17_16,D21_2
11_17_28,D21_1
11_17_41,D21_4
11_17_55,D21_2
11_17_64,D21_1
11_17_85,D21_2
11_17_93,D21_2
11_17_94,D21_1
11_18_26,D21_3
11_18_91,D21_3
11_19_34,D21_2
11_19_41,D21_2
11_19_57,D21_1
11_19_76,D21_1
11_19_78,D21_2
11_20_02,D21_1
11_20_22,D21_1
11_20_31,D21_2
11_20_42,D21_2
11_20_62,D21_1
11_20_69,D21_3
11_20_93,D21_1
11_21_01,D21_4
11_21_35,D21_2
11_21_55,D21_1
11_21_92,D21_1
11_22_07,D21_2
11_22_36,D21_1
11_22_50,D21_2
11_22_59,D21_1
11_22_76,D21_3
11_22_87,D21_1
11_22_90,D21_1
11_23_04,D21_2
11_23_71,D21_1
11_23_82,D21_2
11_23_94,D21_2
11_24_10,D21_1
11_24_13,D21_1
11_24_34,D21_1
11_24_51,D21_2
11_24_62,D21_2
11_24_64,D21_2
11_24_69,D21_2
11_24_72,D21_2
11_24_75,D21_2
11_24_78,D21_1
11_24_85,D21_3
11_24_94,D21_1
11_25_26,D21_4
11_25_36,D21_1
11_25_37,D21_2
11_25_38,D21_1
11_25_40,D21_2
11_25_42,D21_1
11_25_44,D21_3
11_25_48,D21_4
11_25_64,D21_3
11_25_70,D21_3
11_25_84,D21_1
11_26_01,D21_1
11_26_07,D21_1
11_26_10,D21_1
11_26_34,D21_2
11_26_54,D21_2
11_26_76,D21_1
11_26_82,D21_2
11_26_92,D21_2
11_27_07,D21_1
11_27_13,D21_2
11_27_38,D21_2
11_27_61,D21_3
11_27_66,D21_1
11_27_76,D21_2
11_27_77,D21_1
11_27_82,D21_1
11_27_92,D21_1
11_28_25,D21_3
11_28_48,D21_1
11_28_49,D21_3
11_28_62,D21_1
11_28_94,D21_1
11_29_03,D21_2
11_29_15,D21_1
11_29_25,D21_2
11_29_36,D21_2
11_29_47,D21_1
11_29_83,D21_1
11_29_84,D21_3
11_29_85,D21_3
11_30_06,D21_2
11_30_43,D21_1
11_30_48,D21_2
11_30_90,D21_1
11_30_94,D21_1
11_31_10,D21_1
11_31_16,D21_2
11_31_26,D21_2
11_31_29,D21_4
11_31_42,D21_2
11_31_43,D21_1
11_31_62,D21_4
11_31_66,D21_1
11_32_21,D21_2
11_32_25,D21_1
11_32_28,D21_3
11_32_44,D21_1
11_32_79,D21_2
11_33_08,D21_2
11_33_14,D21_2
11_33_51,D21_1
11_33_56,D21_2
11_33_60,D21_3
11_33_65,D21_4
11_33_70,D21_1
11_33_73,D21_2
11_33_92,D21_2
11_34_44,D21_2
11_34_73,D21_2
11_35_02,D21_2
11_35_26,D21_2
11_35_31,D21_1
11_35_38,D21_1
11_35_49,D21_1
11_35_61,D21_1
11_35_67,D21_1
11_35_68,D21_1
11_36_22,D21_2
11_36_28,D21_1
11_36_35,D21_1
11_36_43,D21_4
11_36_46,D21_2
11_36_78,D21_3
11_37_03,D21_2
11_37_09,D21_1
11_37_15,D21_2
11_37_16,D21_4
11_37_42,D21_1
11_37_43,D21_3
11_37_87,D21_2
11_38_13,D21_2
11_38_31,D21_1
11_38_60,D21_1
11_38_63,D21_4
11_38_86,D21_1
11_39_84,D21_4
11_39_87,D21_1
11_40_14,D21_2
11_40_18,D21_2
11_40_19,D21_2
11_40_50,D21_2
11_40_75,D21_2
11_40_77,D21_1
11_40_78,D21_1
11_41_49,D21_2
11_41_66,D21_1
11_41_91,D21_4
11_42_01,D21_2
11_42_06,D21_3
11_42_07,D21_1
11_42_39,D21_1
11_42_42,D21_2
11_42_75,D21_1
11_43_19,D21_2
11_43_22,D21_4
11_43_28,D21_2
11_43_47,D21_2
11_43_55,D21_1
11_43_87,D21_1
11_44_10,D21_4
11_44_12,D21_1
11_44_18,D21_1
11_44_33,D21_3
11_44_47,D21_4
11_44_54,D21_3
11_44_93,D21_2
11_45_12,D21_4
11_45_54,D21_2
11_45_59,D21_1
11_46_20,D21_2
11_46_26,D21_1
11_46_60,D21_1
11_46_73,D21_2
11_46_79,D21_1
11_47_25,D21_1
11_47_38,D21_3
11_47_77,D21_1
11_47_80,D21_1
11_47_88,D21_3
11_48_06,D21_1
11_48_07,D21_2
11_48_69,D21_1
11_49_16,D21_2
11_49_60,D21_1
11_49_85,D21_3
11_50_11,D21_2
11_50_24,D21_2
11_50_25,D21_1
11_50_31,D21_1
11_50_54,D21_1
11_50_82,D21_1
11_50_88,D21_1
11_50_89,D21_1
11_51_04,D21_2
11_51_32,D21_1
11_51_62,D21_2
11_51_72,D21_1
11_51_93,D21_2
11_52_04,D21_2
11_52_63,D21_1
11_52_72,D21_1
11_53_04,D21_2
11_53_59,D21_1
11_53_85,D21_1
11_53_91,D21_2
11_54_23,D21_1
11_54_66,D21_2
11_55_04,D21_1
11_55_24,D21_1
11_55_34,D21_1
11_55_39,D21_1
11_55_53,D21_1
11_55_66,D21_1
11_56_06,D21_3
11_56_17,D21_2
11_56_26,D21_1
11_57_02,D21_1
11_57_07,D21_1
11_57_18,D21_1
11_57_38,D21_1
11_57_70,D21_2
11_58_27,D21_4
11_58_32,D21_3
11_58_44,D21_1
11_59_29,D21_2
11_59_39,D21_2
11_59_47,D21_3
11_59_63,D21_2
11_59_76,D21_2
11_61_07,D21_1
11_61_29,D21_2
11_61_41,D21_1
11_61_73,D21_2
11_61_75,D21_1
11_62_11,D21_1
11_62_22,D21_2
11_62_67,D21_1
11_62_70,D21_1
11_62_76,D21_1
11_63_92,D21_2
11_64_07,D21_1
11_64_33,D21_2
11_64_37,D21_4
11_64_39,D21_1
11_64_46,D21_1
11_64_56,D21_2
11_64_78,D21_2
11_65_11,D21_3
11_65_14,D21_1
11_65_19,D21_4
11_65_34,D21_1
11_65_40,D21_2
11_65_65,D21_2
11_65_85,D21_2
11_66_34,D21_2
11_66_37,D21_1
11_66_57,D21_1
11_66_62,D21_2
11_66_75,D21_2
11_66_93,D21_2
11_67_61,D21_1
11_67_70,D21_1
11_67_74,D21_2
11_69_01,D21_2
11_69_09,D21_2
11_69_15,D21_2
11_69_20,D21_2
11_69_27,D21_1
11_69_41,D21_1
11_69_58,D21_1
11_70_01,D21_1
11_70_04,D21_1
11_70_17,D21_1
11_70_22,D21_1
11_70_25,D21_1
11_70_44,D21_1
11_70_64,D21_4
11_70_95,D21_1
11_71_01,D21_3
11_71_13,D21_4
11_71_16,D21_2
11_71_34,D21_2
11_71_41,D21_4
11_71_49,D21_2
11_71_62,D21_2
11_71_71,D21_1
11_71_76,D21_2
11_71_90,D21_1
11_71_96,D21_1
11_72_13,D21_1
11_73_16,D21_4
11_73_78,D21_2
11_74_13,D21_2
11_74_58,D21_2
11_74_59,D21_3
11_74_77,D21_1
11_75_40,D21_1
11_76_21,D21_1
11_76_26,D21_2
11_76_60,D21_1
11_76_94,D21_1
11_77_28,D21_2
11_77_67,D21_1
11_78_03,D21_2
11_78_26,D21_1
11_78_33,D21_2
11_78_72,D21_4
11_79_08,D21_2
11_79_11,D21_1
11_79_52,D21_1
11_79_63,D21_1
11_79_76,D21_1
11_79_95,D21_1
11_80_10,D21_1
11_80_13,D21_2
11_80_49,D21_1
11_80_66,D21_3
11_80_73,D21_4
11_80_78,D21_1
11_80_82,D21_1
11_81_15,D21_1
11_81_31,D21_2
11_81_37,D21_4
11_81_53,D21_1
11_81_60,D21_4
11_82_09,D21_1
11_82_11,D21_1
11_82_32,D21_2
11_82_51,D21_1
11_82_58,D21_1
11_82_81,D21_1
11_82_86,D21_2
11_83_19,D21_2
11_83_35,D21_2
11_85_11,D21_1
11_85_56,D21_1
11_85_63,D21_1
11_86_14,D21_2
11_86_22,D21_1
11_86_74,D21_2
11_86_81,D21_2
11_86_86,D21_2
11_87_03,D21_1
11_87_12,D21_3
11_87_39,D21_1
11_87_48,D21_2
11_87_64,D21_2
11_87_79,D21_1
11_87_89,D21_1
11_88_06,D21_1
11_88_18,D21_1
11_88_42,D21_3
11_88_44,D21_1
11_88_57,D21_2
11_88_73,D21_1
11_89_88,D21_4
11_90_11,D21_1
11_90_37,D21_2
11_90_41,D21_2
11_90_50,D21_2
11_90_58,D21_1
11_90_75,D21_2
11_90_81,D21_2
11_90_91,D21_2
11_91_16,D21_3
11_91_35,D21_2
11_91_44,D21_2
11_91_53,D21_4
11_91_60,D21_1
11_91_85,D21_3
11_92_08,D21_1
11_92_37,D21_3
11_92_55,D21_2
11_92_57,D21_2
11_92_64,D21_1
11_92_66,D21_3
11_92_75,D21_1
11_93_07,D21_1
11_93_14,D21_3
11_93_16,D21_2
11_93_28,D21_4
11_93_45,D21_1
11_93_57,D21_1
11_93_87,D21_2
11_94_15,D21_1
11_94_19,D21_1
11_94_35,D21_1
11_94_49,D21_2
11_94_79,D21_4
11_95_18,D21_2
11_95_49,D21_1
11_95_73,D21_1
12_01_05,D21_1
12_01_12,D21_1
12_01_15,D21_4
12_01_55,D21_2
12_02_13,D21_1
12_02_44,D21_1
12_02_49,D21_1
12_02_65,D21_2
12_02_76,D21_2
12_02_85,D21_1
12_02_96,D21_3
12_03_10,D21_4
12_03_37,D21_3
12_03_73,D21_1
12_03_76,D21_3
12_04_34,D21_1
12_04_46,D21_2
12_04_74,D21_1
12_05_07,D21_1
12_05_12,D21_2
12_05_21,D21_1
12_05_30,D21_1
12_05_65,D21_1
12_05_67,D21_1
12_06_10,D21_2
12_06_11,D21_2
12_07_36,D21_1
12_07_37,D21_1
12_07_44,D21_2
12_07_56,D21_1
12_07_60,D21_2
12_07_81,D21_2
12_07_84,D21_2
12_08_04,D21_1
12_08_41,D21_1
12_08_49,D21_2
12_08_70,D21_1
12_09_06,D21_2
12_09_12,D21_1
12_09_30,D21_2
12_09_62,D21_2
12_09_80,D21_1
12_09_83,D21_1
12_10_78,D21_2
12_10_94,D21_1
12_11_06,D21_2
12_11_11,D21_1
12_11_60,D21_3
12_11_64,D21_2
12_11_81,D21_3
12_12_52,D21_2
12_12_65,D21_3
12_12_88,D21_2
12_13_39,D21_2
12_13_52,D21_1
12_13_70,D21_1
12_13_77,D21_4
12_14_29,D21_1
12_14_38,D21_1
12_14_72,D21_2
12_15_29,D21_2
12_16_17,D21_3
12_16_23,D21_3
12_16_53,D21_1
12_16_74,D21_1
12_16_82,D21_2
12_16_91,D21_1
12_17_08,D21_2
12_17_11,D21_2
12_17_36,D21_2
12_17_41,D21_2
12_18_02,D21_2
12_18_23,D21_2
12_18_41,D21_4
12_18_79,D21_3
12_18_87,D21_3
12_19_17,D21_2
12_19_33,D21_4
12_19_48,D21_4
12_19_80,D21_1
12_19_83,D21_1
12_19_89,D21_1
12_20_15,D21_2
12_20_46,D21_1
12_20_49,D21_2
12_20_65,D21_1
12_21_13,D21_2
12_21_26,D21_1
12_21_34,D21_2
12_21_52,D21_1
12_21_78,D21_4
12_22_43,D21_2
12_22_51,D21_1
12_22_77,D21_1
12_24_06,D21_1
12_24_41,D21_1
12_24_54,D21_1
12_24_59,D21_2
12_24_68,D21_1
12_24_81,D21_1
12_24_83,D21_1
12_24_85,D21_1
12_25_05,D21_1
12_25_15,D21_1
12_25_17,D21_1
12_25_41,D21_3
12_25_64,D21_2
12_26_10,D21_3
12_26_58,D21_1
12_26_67,D21_1
12_26_85,D21_1
12_27_18,D21_1
12_27_23,D21_1
12_27_27,D21_2
12_27_44,D21_1
12_27_47,D21_1
12_27_57,D21_4
12_27_81,D21_1
12_27_93,D21_2
12_28_06,D21_1
12_28_42,D21_2
12_28_63,D21_2
12_28_65,D21_1
12_28_74,D21_2
12_28_81,D21_1
12_29_21,D21_2
12_29_91,D21_2
12_30_65,D21_2
12_31_13,D21_1
12_31_18,D21_1
12_31_42,D21_3
12_31_59,D21_2
12_32_23,D21_1
12_32_30,D21_1
12_32_43,D21_1
12_32_45,D21_2
12_32_53,D21_1
12_32_86,D21_1
12_33_20,D21_4
12_33_42,D21_1
12_33_73,D21_1
12_33_77,D21_2
12_33_78,D21_1
12_34_43,D21_3
12_35_07,D21_1
12_35_64,D21_1
12_35_76,D21_1
12_35_78,D21_2
12_35_80,D21_2
12_35_94,D21_1
12_36_26,D21_2
12_36_30,D21_1
12_36_61,D21_1
12_37_39,D21_3
12_37_57,D21_2
12_37_61,D21_4
12_37_62,D21_1
12_37_86,D21_2
12_38_02,D21_4
12_38_19,D21_1
12_38_22,D21_1
12_38_24,D21_1
12_38_43,D21_1
12_38_50,D21_1
12_38_53,D21_1
12_38_66,D21_1
12_39_19,D21_1
12_39_40,D21_1
12_39_56,D21_1
12_40_68,D21_2
12_40_93,D21_3
12_41_19,D21_4
12_41_25,D21_1
12_41_49,D21_2
12_41_62,D21_1
12_42_31,D21_1
12_42_69,D21_1
12_42_87,D21_1
12_43_58,D21_2
12_43_84,D21_4
12_43_87,D21_2
12_44_33,D21_1
12_44_63,D21_2
12_44_91,D21_1
12_45_15,D21_2
12_45_50,D21_1
12_46_05,D21_1
12_46_14,D21_1
12_46_35,D21_4
12_46_46,D21_1
12_46_51,D21_2
12_47_01,D21_1
12_47_23,D21_1
12_47_31,D21_1
12_47_44,D21_2
12_47_48,D21_1
12_47_52,D21_2
12_47_84,D21_2
12_47_85,D21_2
12_47_92,D21_2
12_48_03,D21_2
12_48_11,D21_3
12_48_48,D21_1
12_48_53,D21_4
12_48_66,D21_1
12_48_93,D21_1
12_49_03,D21_4
12_49_15,D21_3
12_49_20,D21_1
12_49_38,D21_1
12_49_48,D21_1
12_49_78,D21_2
12_49_85,D21_1
12_49_87,D21_1
12_49_96,D21_1
12_50_43,D21_2
12_50_44,D21_1
12_50_64,D21_1
12_50_68,D21_2
12_51_69,D21_2
12_52_15,D21_1
12_52_16,D21_2
12_52_28,D21_1
12_52_33,D21_3
12_52_41,D21_4
12_52_60,D21_1
12_52_67,D21_2
12_52_95,D21_2
12_53_09,D21_1
12_53_49,D21_2
12_53_64,D21_2
12_53_84,D21_1
12_53_86,D21_1
12_53_91,D21_1
12_54_03,D21_1
12_54_25,D21_2
12_54_38,D21_3
12_54_59,D21_4
12_56_04,D21_1
12_56_25,D21_2
12_57_84,D21_2
12_58_09,D21_2
12_58_20,D21_1
12_58_36,D21_2
12_58_38,D21_2
12_58_76,D21_3
12_58_92,D21_1
12_58_94,D21_1
12_59_41,D21_2
12_59_46,D21_3
12_59_51,D21_1
12_59_63,D21_4
12_59_68,D21_1
12_59_75,D21_4
12_59_76,D21_1
12_60_52,D21_1
12_60_58,D21_2
12_61_38,D21_1
12_61_59,D21_4
12_61_72,D21_1
12_61_81,D21_2
12_62_04,D21_4
12_62_06,D21_1
12_62_09,D21_1
12_62_48,D21_1
12_62_52,D21_1
12_62_55,D21_1
12_63_42,D21_2
12_63_52,D21_1
12_63_69,D21_1
12_64_41,D21_2
12_64_90,D21_1
12_65_14,D21_1
12_65_18,D21_3
12_65_27,D21_1
12_65_61,D21_4
12_66_13,D21_1
12_66_43,D21_4
12_67_02,D21_3
12_67_38,D21_3
12_67_45,D21_1
12_67_96,D21_1
12_68_04,D21_1
12_68_22,D21_2
12_68_48,D21_2
12_68_49,D21_1
12_68_61,D21_1
12_68_66,D21_2
12_68_67,D21_1
12_69_20,D21_4
12_69_21,D21_1
12_69_36,D21_3
12_69_62,D21_1
12_70_55,D21_1
12_70_64,D21_2
12_71_31,D21_2
12_71_46,D21_2
12_71_57,D21_1
12_71_64,D21_1
12_71_84,D21_1
12_71_95,D21_1
12_71_96,D21_2
12_72_48,D21_4
12_73_02,D21_1
12_73_45,D21_1
12_73_48,D21_1
12_73_72,D21_1
12_74_20,D21_1
12_74_24,D21_2
12_74_28,D21_1
12_74_40,D21_2
12_74_43,D21_1
12_74_55,D21_2
12_74_63,D21_1
12_74_69,D21_1
12_75_04,D21_4
12_75_24,D21_1
12_75_26,D21_1
12_75_34,D21_2
12_75_64,D21_2
12_75_77,D21_2
12_75_92,D21_2
12_76_36,D21_1
12_76_77,D21_3
12_76_94,D21_1
12_77_08,D21_1
12_77_15,D21_1
12_77_21,D21_1
12_77_37,D21_2
12_78_08,D21_2
12_78_37,D21_1
12_78_54,D21_2
12_78_72,D21_2
12_78_82,D21_1
12_78_91,D21_2
12_79_22,D21_1
12_79_50,D21_1
12_79_52,D21_2
12_80_13,D21_1
12_80_25,D21_1
12_80_27,D21_1
12_80_36,D21_3
12_80_38,D21_2
12_80_50,D21_2
12_80_75,D21_1
12_80_78,D21_1
12_81_07,D21_1
12_81_47,D21_1
12_81_61,D21_1
12_81_64,D21_2
12_81_66,D21_1
12_81_75,D21_1
12_82_14,D21_3
12_82_36,D21_2
12_82_51,D21_1
12_82_72,D21_1
12_83_09,D21_2
12_83_57,D21_1
12_83_66,D21_4
12_84_08,D21_1
12_85_53,D21_1
12_86_09,D21_1
12_86_61,D21_2
12_86_78,D21_4
12_87_62,D21_1
12_87_69,D21_2
12_87_79,D21_2
12_88_17,D21_2
12_88_92,D21_1
12_89_17,D21_1
12_89_29,D21_1
12_89_34,D21_1
12_89_65,D21_1
12_89_66,D21_1
12_89_74,D21_1
12_89_78,D21_1
12_89_80,D21_2
12_90_07,D21_2
12_90_16,D21_1
12_90_17,D21_1
12_90_28,D21_2
12_90_76,D21_2
12_90_87,D21_1
12_90_92,D21_3
12_91_66,D21_1
12_92_17,D21_1
12_92_20,D21_2
12_92_33,D21_2
12_92_55,D21_1
12_92_58,D21_2
12_92_72,D21_1
12_93_18,D21_1
12_93_34,D21_2
12_93_37,D21_4
12_93_76,D21_4
12_93_95,D21_1
12_94_27,D21_1
12_94_78,D21_1
12_95_10,D21_2
12_95_40,D21_1
12_95_63,D21_3
12_95_64,D21_1
12_95_65,D21_2
12_95_94,D21_2
12_95_95,D21_1
