bc_wells,subcluster
06_44_44,D7_4
06_44_68,D7_2
06_44_79,D7_1
06_44_81,D7_4
06_44_89,D7_4
06_45_02,D7_1
06_45_23,D7_2
06_45_25,D7_2
06_45_49,D7_4
06_45_58,D7_2
06_45_60,D7_3
06_45_62,D7_1
06_46_28,D7_2
06_47_07,D7_2
06_47_41,D7_1
06_47_64,D7_2
06_47_89,D7_1
06_47_96,D7_1
06_48_17,D7_2
06_48_59,D7_1
06_48_82,D7_2
06_49_28,D7_1
06_49_46,D7_4
06_49_51,D7_1
06_49_56,D7_1
06_49_65,D7_1
06_49_91,D7_3
06_49_92,D7_3
06_50_11,D7_4
06_50_14,D7_3
06_50_43,D7_1
06_50_52,D7_4
06_50_63,D7_2
06_51_02,D7_1
06_51_79,D7_1
06_52_10,D7_1
06_52_11,D7_1
06_52_26,D7_4
06_52_33,D7_2
06_52_42,D7_1
06_52_48,D7_1
06_53_30,D7_1
06_53_44,D7_2
06_53_54,D7_1
06_53_57,D7_1
06_53_62,D7_2
06_53_76,D7_4
06_53_78,D7_1
06_53_81,D7_2
06_53_83,D7_1
06_53_92,D7_2
06_54_07,D7_4
06_54_13,D7_4
06_54_42,D7_1
06_54_55,D7_1
06_54_95,D7_2
06_55_21,D7_2
06_55_44,D7_1
06_55_45,D7_2
06_55_83,D7_1
06_56_09,D7_2
06_56_19,D7_1
06_56_20,D7_2
06_56_52,D7_4
06_56_76,D7_1
06_56_93,D7_4
06_57_03,D7_3
06_58_01,D7_1
06_58_03,D7_1
06_58_25,D7_1
06_58_29,D7_2
06_58_32,D7_1
06_58_49,D7_1
06_58_69,D7_1
06_58_76,D7_1
06_59_12,D7_2
06_59_20,D7_1
06_59_55,D7_3
06_59_66,D7_2
06_59_76,D7_1
06_59_80,D7_1
06_60_20,D7_4
06_61_10,D7_2
06_61_46,D7_4
06_61_50,D7_1
06_61_66,D7_1
06_61_85,D7_2
06_61_88,D7_4
06_62_25,D7_2
06_62_47,D7_2
06_62_59,D7_1
06_62_78,D7_4
06_63_28,D7_1
06_63_38,D7_1
06_63_57,D7_1
06_63_70,D7_3
06_63_72,D7_1
06_64_09,D7_1
06_64_12,D7_1
06_64_38,D7_1
06_64_72,D7_1
06_64_73,D7_1
06_65_27,D7_1
06_65_54,D7_1
06_65_77,D7_1
06_65_82,D7_1
06_65_88,D7_4
06_66_25,D7_1
06_66_35,D7_2
06_66_66,D7_3
06_66_83,D7_4
06_66_89,D7_1
06_67_18,D7_3
06_67_23,D7_4
06_67_34,D7_2
06_67_42,D7_2
06_67_50,D7_4
06_67_68,D7_1
06_67_76,D7_2
06_67_85,D7_2
06_67_93,D7_3
06_67_94,D7_3
06_68_08,D7_1
06_68_33,D7_1
06_69_46,D7_2
06_69_54,D7_2
06_69_74,D7_1
06_70_41,D7_2
06_70_43,D7_1
06_70_87,D7_1
06_71_01,D7_4
06_71_19,D7_1
06_71_30,D7_2
06_71_33,D7_2
06_71_36,D7_2
06_71_83,D7_1
06_72_01,D7_1
06_72_41,D7_4
06_72_44,D7_1
06_72_54,D7_1
06_73_64,D7_4
06_73_91,D7_2
06_74_08,D7_1
06_74_11,D7_4
06_74_31,D7_3
06_74_33,D7_1
06_74_35,D7_1
06_74_44,D7_1
06_74_63,D7_1
06_74_77,D7_1
06_74_95,D7_4
06_75_23,D7_4
06_75_47,D7_1
06_75_57,D7_2
06_75_74,D7_1
06_75_76,D7_4
06_75_86,D7_4
06_75_90,D7_2
06_75_94,D7_4
06_76_01,D7_2
06_76_31,D7_2
06_76_81,D7_2
06_76_86,D7_1
06_76_96,D7_1
06_77_38,D7_2
06_77_75,D7_1
06_77_77,D7_1
06_77_88,D7_1
06_77_89,D7_4
06_78_05,D7_2
06_78_13,D7_1
06_78_27,D7_3
06_78_33,D7_2
06_78_63,D7_2
06_78_84,D7_1
06_78_91,D7_2
06_79_57,D7_3
06_79_62,D7_2
06_79_71,D7_2
06_79_73,D7_2
06_80_14,D7_4
06_80_41,D7_1
06_80_73,D7_1
06_81_07,D7_2
06_81_39,D7_4
06_81_48,D7_4
06_81_52,D7_1
06_81_84,D7_1
06_82_03,D7_2
06_82_40,D7_4
06_82_48,D7_1
06_82_50,D7_1
06_82_64,D7_2
06_82_65,D7_4
06_82_82,D7_1
06_82_95,D7_1
06_83_40,D7_1
06_83_57,D7_3
06_83_65,D7_4
06_83_80,D7_1
06_83_83,D7_1
06_85_44,D7_1
06_85_45,D7_4
06_85_74,D7_4
06_85_91,D7_1
06_86_11,D7_3
06_86_16,D7_4
06_86_27,D7_1
06_86_30,D7_1
06_86_36,D7_1
06_86_53,D7_3
06_86_63,D7_4
06_86_70,D7_2
06_86_79,D7_2
06_86_82,D7_3
06_86_85,D7_4
06_87_33,D7_4
06_87_52,D7_1
06_87_66,D7_1
06_88_07,D7_4
06_88_15,D7_2
06_89_20,D7_1
06_89_38,D7_1
06_89_45,D7_1
06_89_51,D7_2
06_89_62,D7_1
06_89_77,D7_1
06_90_14,D7_2
06_90_36,D7_3
06_90_66,D7_1
06_90_78,D7_4
06_91_05,D7_2
06_91_40,D7_2
06_91_51,D7_1
06_91_80,D7_2
06_91_87,D7_4
06_92_10,D7_1
06_92_17,D7_4
06_92_19,D7_1
06_92_40,D7_1
06_92_47,D7_1
06_92_74,D7_1
06_92_82,D7_2
06_92_89,D7_3
06_93_13,D7_1
06_93_28,D7_1
06_93_50,D7_2
06_93_67,D7_3
06_93_79,D7_4
06_94_03,D7_2
06_94_17,D7_3
06_94_28,D7_4
06_94_58,D7_1
06_94_60,D7_2
06_94_89,D7_4
06_94_92,D7_2
06_95_04,D7_1
06_95_48,D7_1
06_95_61,D7_3
06_95_78,D7_1
06_95_81,D7_1
07_01_08,D14_1
07_01_55,D14_2
07_01_77,D14_1
07_01_81,D14_3
07_01_82,D14_1
07_01_84,D14_2
07_01_95,D14_3
07_01_96,D14_3
07_02_05,D14_2
07_02_06,D14_3
07_02_16,D14_2
07_02_26,D14_3
07_02_35,D14_2
07_02_73,D14_3
07_02_85,D14_2
07_02_86,D14_2
07_03_32,D14_1
07_03_41,D14_3
07_03_64,D14_3
07_03_72,D14_3
07_03_87,D14_1
07_03_93,D14_3
07_04_06,D14_2
07_04_11,D14_3
07_04_18,D14_1
07_04_23,D14_3
07_04_25,D14_1
07_04_27,D14_1
07_04_30,D14_1
07_04_31,D14_1
07_04_64,D14_1
07_04_86,D14_2
07_05_55,D14_2
07_05_77,D14_1
07_05_85,D14_1
07_05_86,D14_1
07_05_93,D14_2
07_06_26,D14_2
07_06_28,D14_2
07_06_38,D14_3
07_06_51,D14_1
07_06_62,D14_3
07_06_83,D14_2
07_07_02,D14_2
07_07_41,D14_3
07_07_49,D14_2
07_07_50,D14_2
07_07_87,D14_2
07_07_93,D14_2
07_08_10,D14_2
07_08_13,D14_2
07_08_35,D14_2
07_08_54,D14_1
07_08_85,D14_2
07_09_02,D14_3
07_09_14,D14_3
07_09_19,D14_2
07_09_70,D14_2
07_09_84,D14_2
07_09_85,D14_2
07_10_01,D14_2
07_10_22,D14_2
07_10_26,D14_1
07_10_51,D14_1
07_10_52,D14_3
07_10_53,D14_2
07_10_83,D14_2
07_10_95,D14_2
07_11_13,D14_1
07_11_62,D14_2
07_11_72,D14_2
07_11_81,D14_2
07_12_09,D14_2
07_12_12,D14_2
07_12_25,D14_1
07_12_28,D14_2
07_12_34,D14_3
07_12_41,D14_2
07_12_49,D14_1
07_12_55,D14_3
07_12_59,D14_1
07_12_60,D14_3
07_12_62,D14_3
07_12_73,D14_2
07_12_84,D14_2
07_12_85,D14_3
07_12_88,D14_1
07_12_95,D14_2
07_13_48,D14_2
07_13_82,D14_1
07_13_83,D14_3
07_14_18,D14_2
07_14_20,D14_2
07_14_72,D14_1
07_14_76,D14_2
07_14_77,D14_2
07_14_87,D14_1
07_15_01,D14_3
07_15_09,D14_2
07_15_41,D14_2
07_15_48,D14_2
07_15_57,D14_1
07_15_73,D14_2
07_15_88,D14_1
07_16_45,D14_1
07_16_58,D14_2
07_16_86,D14_2
07_17_43,D14_1
07_17_55,D14_1
07_17_84,D14_2
07_17_88,D14_1
07_17_91,D14_2
07_18_06,D14_1
07_18_18,D14_1
07_18_64,D14_1
07_18_89,D14_2
07_19_06,D14_2
07_19_11,D14_3
07_19_65,D14_2
07_20_27,D14_1
07_20_32,D14_2
07_20_48,D14_3
07_20_66,D14_1
07_20_68,D14_2
07_20_71,D14_1
07_21_10,D14_3
07_21_19,D14_3
07_21_26,D14_1
07_21_30,D14_2
07_21_57,D14_3
07_21_59,D14_2
07_21_62,D14_3
07_21_68,D14_1
07_21_79,D14_2
07_21_86,D14_2
07_21_88,D14_2
07_21_96,D14_3
07_22_10,D14_3
07_22_20,D14_3
07_22_21,D14_1
07_22_40,D14_1
07_22_49,D14_3
07_22_57,D14_2
07_22_65,D14_3
07_22_67,D14_1
07_22_84,D14_3
07_23_01,D14_3
07_23_61,D14_2
07_23_66,D14_3
07_24_03,D14_1
07_24_04,D14_2
07_24_07,D14_1
07_24_13,D14_1
07_24_15,D14_2
07_24_18,D14_1
07_24_21,D14_3
07_24_33,D14_2
07_24_34,D14_1
07_24_39,D14_1
07_24_40,D14_2
07_24_41,D14_1
07_24_42,D14_3
07_24_50,D14_2
07_24_51,D14_2
07_24_53,D14_2
07_24_54,D14_3
07_24_65,D14_3
07_24_75,D14_2
07_24_77,D14_2
07_24_83,D14_2
07_24_89,D14_1
07_24_90,D14_3
07_24_92,D14_3
07_24_95,D14_2
07_24_96,D14_2
07_25_07,D14_2
07_25_20,D14_1
07_25_24,D14_2
07_25_40,D14_1
07_25_78,D14_2
07_25_80,D14_2
07_25_86,D14_2
07_26_17,D14_1
07_26_18,D14_1
07_26_29,D14_3
07_26_32,D14_2
07_26_50,D14_2
07_26_53,D14_3
07_26_58,D14_2
07_26_73,D14_2
07_27_14,D14_2
07_27_18,D14_1
07_27_34,D14_3
07_27_42,D14_2
07_27_47,D14_1
07_27_49,D14_2
07_27_57,D14_1
07_27_74,D14_2
07_27_87,D14_3
07_27_90,D14_3
07_28_07,D14_1
07_28_09,D14_1
07_28_16,D14_3
07_28_17,D14_1
07_28_19,D14_1
07_28_20,D14_1
07_28_22,D14_1
07_29_09,D14_2
07_29_13,D14_1
07_29_19,D14_2
07_29_31,D14_2
07_29_40,D14_2
07_29_53,D14_3
07_29_73,D14_2
07_29_79,D14_1
07_29_81,D14_2
07_30_01,D14_2
07_30_61,D14_2
07_30_65,D14_1
07_30_89,D14_2
07_30_90,D14_2
07_31_19,D14_1
07_31_45,D14_3
07_31_46,D14_1
07_31_87,D14_3
07_32_05,D14_2
07_32_19,D14_1
07_32_50,D14_2
07_32_52,D14_1
07_32_74,D14_2
07_32_77,D14_2
07_32_88,D14_2
07_33_15,D14_2
07_33_21,D14_2
07_33_34,D14_3
07_33_41,D14_2
07_33_64,D14_2
07_33_77,D14_1
07_33_84,D14_2
07_34_06,D14_2
07_34_46,D14_3
07_34_51,D14_2
07_34_85,D14_2
07_35_21,D14_2
07_35_24,D14_2
07_35_42,D14_1
07_35_48,D14_2
07_35_56,D14_3
07_35_62,D14_2
07_36_09,D14_1
07_36_10,D14_3
07_36_29,D14_2
07_36_39,D14_2
07_36_82,D14_2
07_36_83,D14_2
07_37_10,D14_2
07_37_22,D14_3
07_37_25,D14_2
07_37_32,D14_3
07_37_67,D14_1
07_37_68,D14_1
07_38_01,D14_3
07_38_11,D14_2
07_38_14,D14_1
07_38_15,D14_2
07_38_66,D14_2
07_38_79,D14_2
07_39_01,D14_1
07_39_04,D14_1
07_39_05,D14_1
07_39_35,D14_1
07_39_39,D14_1
07_39_48,D14_1
07_39_50,D14_1
07_39_55,D14_2
07_39_66,D14_1
07_39_74,D14_3
07_39_75,D14_1
07_39_89,D14_2
07_39_94,D14_3
07_40_05,D14_2
07_40_30,D14_3
07_40_73,D14_2
07_40_80,D14_3
07_41_05,D14_2
07_41_09,D14_3
07_41_46,D14_1
07_41_56,D14_1
07_41_63,D14_3
07_41_71,D14_3
07_41_74,D14_1
07_41_75,D14_1
07_41_79,D14_2
07_41_82,D14_3
07_41_95,D14_1
07_42_06,D14_2
07_42_12,D14_2
07_42_14,D14_2
07_42_19,D14_3
07_42_20,D14_2
07_42_41,D14_1
07_42_48,D14_2
07_42_51,D14_3
07_42_57,D14_2
07_42_74,D14_2
07_42_79,D14_3
07_43_06,D14_2
07_43_12,D14_3
07_43_17,D14_2
07_43_34,D14_2
07_43_46,D14_2
07_43_54,D14_2
07_43_74,D14_3
07_43_86,D14_2
07_44_14,D14_2
07_44_27,D14_2
07_44_29,D14_2
07_44_30,D14_3
07_44_61,D14_2
07_44_65,D14_2
07_44_67,D14_2
07_44_73,D14_1
07_44_82,D14_1
07_45_09,D14_3
07_45_15,D14_1
07_45_43,D14_1
07_45_64,D14_3
07_45_82,D14_2
07_45_88,D14_2
07_46_12,D14_2
07_46_16,D14_2
07_46_19,D14_2
07_46_27,D14_2
07_46_32,D14_2
07_46_35,D14_2
07_46_36,D14_2
07_46_50,D14_2
07_46_72,D14_2
07_46_95,D14_3
07_47_12,D14_1
07_47_14,D14_2
07_47_38,D14_2
07_47_60,D14_2
07_47_67,D14_1
07_47_89,D14_1
07_48_14,D14_2
07_48_59,D14_2
07_48_87,D14_1
07_49_50,D14_2
07_49_62,D14_3
07_49_77,D14_3
07_49_92,D14_3
07_50_01,D14_2
07_50_20,D14_1
07_50_40,D14_2
07_50_65,D14_1
07_50_69,D14_2
07_51_07,D14_3
07_51_19,D14_2
07_51_22,D14_3
07_51_27,D14_2
07_51_32,D14_2
07_51_48,D14_1
07_51_57,D14_3
07_51_62,D14_3
07_51_92,D14_2
07_52_03,D14_2
07_52_36,D14_2
07_52_38,D14_3
07_52_73,D14_1
07_53_03,D14_2
07_53_13,D14_3
07_53_29,D14_2
07_53_33,D14_3
07_53_36,D14_1
07_53_53,D14_1
07_53_72,D14_2
07_53_82,D14_3
07_53_86,D14_1
07_54_29,D14_1
07_54_34,D14_1
07_54_51,D14_2
07_54_61,D14_2
07_54_69,D14_2
07_54_94,D14_1
07_55_14,D14_2
07_55_21,D14_2
07_55_27,D14_2
07_55_29,D14_2
07_55_32,D14_2
07_55_34,D14_3
07_55_47,D14_1
07_55_49,D14_2
07_55_62,D14_3
07_55_78,D14_1
07_56_27,D14_3
07_56_37,D14_1
07_56_41,D14_2
07_56_43,D14_2
07_56_48,D14_2
07_56_51,D14_3
07_56_59,D14_2
07_56_64,D14_2
07_56_66,D14_2
07_56_94,D14_3
07_57_04,D14_2
07_57_31,D14_2
07_57_65,D14_2
07_59_20,D14_2
07_59_24,D14_1
07_59_31,D14_1
07_59_32,D14_3
07_59_34,D14_2
07_59_44,D14_1
07_59_48,D14_1
07_59_61,D14_2
07_59_68,D14_1
07_59_73,D14_1
07_59_92,D14_2
07_60_22,D14_1
07_60_24,D14_1
07_60_48,D14_1
07_60_93,D14_1
07_61_11,D14_3
07_61_15,D14_2
07_61_19,D14_2
07_61_48,D14_1
07_61_62,D14_2
07_61_72,D14_1
07_61_76,D14_2
07_61_79,D14_3
07_61_85,D14_2
07_61_92,D14_1
07_62_24,D14_1
07_62_29,D14_3
07_62_67,D14_1
07_62_73,D14_1
07_62_96,D14_1
07_63_06,D14_2
07_63_10,D14_2
07_63_12,D14_1
07_63_28,D14_1
07_63_31,D14_3
07_63_42,D14_3
07_63_65,D14_3
07_63_77,D14_3
07_63_79,D14_2
07_63_83,D14_2
07_64_15,D14_3
07_64_38,D14_2
07_64_48,D14_2
07_64_54,D14_1
07_64_61,D14_1
07_64_71,D14_3
07_64_73,D14_2
07_64_80,D14_2
07_64_84,D14_3
07_64_93,D14_1
07_65_46,D14_1
07_65_47,D14_2
07_65_75,D14_2
07_66_02,D14_1
07_66_51,D14_1
07_66_77,D14_1
07_66_81,D14_1
07_66_93,D14_3
07_67_13,D14_1
07_67_21,D14_3
07_67_52,D14_1
07_67_57,D14_1
07_67_58,D14_2
07_67_66,D14_1
07_67_89,D14_1
07_67_93,D14_1
07_68_02,D14_2
07_68_26,D14_1
07_68_48,D14_1
07_68_50,D14_2
07_68_65,D14_3
07_68_74,D14_3
07_69_10,D14_2
07_69_12,D14_2
07_69_31,D14_2
07_69_45,D14_3
07_69_72,D14_1
07_69_74,D14_2
07_70_03,D14_3
07_70_31,D14_3
07_70_34,D14_2
07_70_37,D14_2
07_70_58,D14_2
07_70_64,D14_2
07_70_65,D14_2
07_70_72,D14_2
07_70_87,D14_2
07_70_88,D14_2
07_70_96,D14_3
07_71_10,D14_2
07_71_20,D14_2
07_71_33,D14_1
07_71_34,D14_1
07_71_36,D14_3
07_71_42,D14_3
07_71_50,D14_3
07_71_80,D14_3
07_71_86,D14_3
07_71_90,D14_1
07_72_01,D14_2
07_72_16,D14_2
07_72_18,D14_2
07_72_65,D14_1
07_72_91,D14_2
07_73_10,D14_2
07_73_35,D14_3
07_73_38,D14_2
07_73_40,D14_1
07_73_41,D14_2
07_73_83,D14_1
07_74_17,D14_2
07_74_18,D14_3
07_74_28,D14_2
07_74_34,D14_1
07_74_45,D14_2
07_74_47,D14_3
07_74_50,D14_3
07_74_62,D14_3
07_74_95,D14_2
07_75_04,D14_2
07_75_23,D14_2
07_75_54,D14_1
07_75_67,D14_3
07_75_90,D14_2
07_76_08,D14_3
07_76_12,D14_1
07_76_28,D14_2
07_76_37,D14_2
07_76_52,D14_2
07_76_56,D14_2
07_76_68,D14_1
07_76_90,D14_3
07_77_22,D14_1
07_77_37,D14_2
07_77_39,D14_2
07_77_68,D14_3
07_77_81,D14_3
07_77_82,D14_1
07_78_15,D14_1
07_78_34,D14_2
07_78_46,D14_1
07_78_50,D14_2
07_78_51,D14_1
07_78_52,D14_1
07_78_77,D14_2
07_78_91,D14_3
07_79_04,D14_1
07_79_05,D14_3
07_79_26,D14_2
07_79_28,D14_1
07_79_51,D14_1
07_79_55,D14_1
07_79_74,D14_3
07_79_85,D14_2
07_79_88,D14_3
07_79_94,D14_3
07_80_09,D14_2
07_80_25,D14_1
07_80_27,D14_3
07_80_36,D14_2
07_80_37,D14_1
07_80_39,D14_3
07_80_47,D14_2
07_80_51,D14_2
07_80_56,D14_2
07_80_62,D14_3
07_80_70,D14_2
07_80_88,D14_2
07_81_05,D14_2
07_81_17,D14_1
07_81_29,D14_1
07_81_31,D14_2
07_81_48,D14_2
07_81_50,D14_3
07_81_83,D14_2
07_81_93,D14_2
07_82_18,D14_1
07_82_59,D14_3
07_82_65,D14_2
07_82_77,D14_1
07_82_90,D14_2
07_83_09,D14_3
07_83_32,D14_1
07_83_36,D14_2
07_83_50,D14_1
07_83_51,D14_1
07_83_85,D14_2
07_83_87,D14_3
07_84_74,D14_2
07_85_23,D14_1
07_85_28,D14_1
07_85_36,D14_3
07_85_62,D14_1
07_85_64,D14_2
07_85_70,D14_1
07_85_87,D14_1
07_86_04,D14_1
07_86_09,D14_3
07_86_13,D14_2
07_86_32,D14_2
07_86_34,D14_2
07_86_39,D14_2
07_86_50,D14_3
07_86_55,D14_1
07_86_72,D14_2
07_87_17,D14_2
07_87_37,D14_2
07_87_41,D14_1
07_87_73,D14_3
07_87_89,D14_3
07_88_07,D14_1
07_88_12,D14_1
07_88_13,D14_3
07_88_33,D14_2
07_88_39,D14_2
07_88_43,D14_1
07_88_44,D14_1
07_88_45,D14_1
07_88_50,D14_2
07_88_51,D14_1
07_88_69,D14_1
07_88_74,D14_2
07_88_83,D14_3
07_88_94,D14_2
07_89_09,D14_1
07_89_20,D14_2
07_89_25,D14_1
07_89_38,D14_2
07_89_92,D14_1
07_90_18,D14_2
07_90_24,D14_2
07_90_32,D14_3
07_90_36,D14_3
07_90_81,D14_1
07_91_08,D14_1
07_91_16,D14_2
07_91_17,D14_3
07_91_27,D14_2
07_91_31,D14_2
07_91_32,D14_2
07_91_49,D14_1
07_91_57,D14_1
07_91_77,D14_2
07_91_80,D14_2
07_91_82,D14_3
07_91_84,D14_2
07_92_03,D14_1
07_92_15,D14_2
07_92_20,D14_1
07_92_36,D14_1
07_92_48,D14_2
07_92_66,D14_2
07_92_83,D14_2
07_92_88,D14_2
07_92_89,D14_2
07_92_94,D14_3
07_93_12,D14_3
07_93_44,D14_1
07_93_47,D14_1
07_93_65,D14_1
07_93_73,D14_3
07_93_78,D14_2
07_93_79,D14_2
07_94_08,D14_3
07_94_27,D14_2
07_94_44,D14_3
07_94_50,D14_1
07_94_54,D14_1
07_94_67,D14_1
07_94_68,D14_3
07_94_93,D14_1
07_95_18,D14_3
07_95_44,D14_3
07_95_56,D14_1
07_95_58,D14_3
07_95_59,D14_2
07_95_60,D14_1
07_95_78,D14_2
07_95_87,D14_3
07_95_94,D14_2
08_01_01,D14_1
08_01_03,D14_1
08_01_23,D14_3
08_01_38,D14_3
08_01_60,D14_2
08_01_94,D14_2
08_02_13,D14_3
08_02_29,D14_3
08_02_34,D14_2
08_02_45,D14_2
08_02_48,D14_1
08_03_03,D14_3
08_03_17,D14_1
08_03_19,D14_3
08_03_29,D14_2
08_03_33,D14_2
08_03_35,D14_2
08_03_38,D14_1
08_03_50,D14_2
08_03_55,D14_3
08_03_60,D14_2
08_03_92,D14_2
08_04_09,D14_2
08_04_35,D14_3
08_04_74,D14_2
08_04_88,D14_3
08_05_13,D14_1
08_05_44,D14_3
08_05_50,D14_2
08_05_70,D14_2
08_05_71,D14_2
08_05_79,D14_1
08_05_92,D14_3
08_06_32,D14_3
08_06_47,D14_2
08_06_68,D14_2
08_06_73,D14_1
08_06_79,D14_3
08_07_28,D14_1
08_07_46,D14_1
08_07_48,D14_3
08_07_61,D14_1
08_07_74,D14_2
08_08_13,D14_2
08_08_34,D14_1
08_08_50,D14_2
08_08_54,D14_2
08_08_79,D14_3
08_08_90,D14_1
08_09_26,D14_1
08_09_28,D14_2
08_09_31,D14_2
08_09_39,D14_3
08_09_46,D14_2
08_09_51,D14_1
08_09_68,D14_3
08_09_80,D14_1
08_10_01,D14_3
08_10_06,D14_3
08_10_34,D14_1
08_10_44,D14_2
08_10_45,D14_3
08_10_50,D14_2
08_10_54,D14_1
08_10_63,D14_3
08_10_74,D14_3
08_10_90,D14_3
08_11_46,D14_2
08_11_72,D14_1
08_12_01,D14_1
08_12_06,D14_2
08_12_18,D14_2
08_12_21,D14_2
08_12_26,D14_3
08_12_30,D14_3
08_12_32,D14_3
08_12_38,D14_2
08_12_39,D14_2
08_12_45,D14_1
08_12_71,D14_3
08_12_84,D14_3
08_12_94,D14_1
08_12_95,D14_2
08_13_13,D14_3
08_13_25,D14_1
08_13_28,D14_3
08_13_37,D14_2
08_13_39,D14_2
08_13_50,D14_2
08_13_63,D14_2
08_13_66,D14_1
08_13_70,D14_2
08_13_94,D14_3
08_13_96,D14_1
08_14_02,D14_3
08_14_04,D14_1
08_14_15,D14_2
08_14_30,D14_3
08_14_40,D14_3
08_14_43,D14_2
08_14_45,D14_2
08_14_58,D14_2
08_14_84,D14_3
08_15_03,D14_3
08_15_08,D14_2
08_15_15,D14_2
08_15_31,D14_3
08_15_36,D14_2
08_15_50,D14_2
08_15_60,D14_2
08_15_73,D14_2
08_15_85,D14_2
08_16_40,D14_1
08_16_65,D14_2
08_16_70,D14_3
08_16_72,D14_3
08_16_77,D14_2
08_16_86,D14_2
08_17_13,D14_2
08_17_57,D14_2
08_17_63,D14_3
08_17_69,D14_2
08_17_84,D14_2
08_18_15,D14_1
08_18_21,D14_3
08_18_28,D14_3
08_18_36,D14_2
08_18_54,D14_1
08_18_75,D14_2
08_18_90,D14_2
08_19_04,D14_1
08_19_05,D14_1
08_19_09,D14_3
08_19_39,D14_3
08_19_44,D14_2
08_19_48,D14_1
08_19_49,D14_2
08_19_67,D14_3
08_19_74,D14_2
08_19_77,D14_1
08_20_16,D14_1
08_20_36,D14_3
08_20_62,D14_1
08_20_68,D14_2
08_20_72,D14_1
08_21_05,D14_3
08_21_32,D14_1
08_21_34,D14_1
08_21_37,D14_2
08_21_62,D14_2
08_21_63,D14_1
08_21_89,D14_2
08_22_12,D14_2
08_22_22,D14_1
08_22_26,D14_1
08_22_31,D14_1
08_22_70,D14_2
08_22_96,D14_1
08_23_05,D14_2
08_23_07,D14_2
08_23_26,D14_3
08_23_33,D14_2
08_23_52,D14_1
08_23_53,D14_2
08_23_55,D14_3
08_23_62,D14_3
08_23_65,D14_2
08_23_69,D14_2
08_23_72,D14_2
08_23_90,D14_2
08_23_91,D14_3
08_24_12,D14_1
08_24_14,D14_1
08_24_17,D14_1
08_24_19,D14_3
08_24_36,D14_1
08_24_42,D14_1
08_24_47,D14_2
08_24_48,D14_2
08_24_55,D14_1
08_24_61,D14_1
08_24_64,D14_1
08_24_67,D14_1
08_24_68,D14_1
08_24_82,D14_2
08_24_84,D14_2
08_24_89,D14_3
08_24_92,D14_2
08_24_93,D14_3
08_24_96,D14_1
08_25_02,D14_3
08_25_21,D14_2
08_25_42,D14_3
08_25_63,D14_2
08_25_67,D14_1
08_25_70,D14_3
08_25_72,D14_3
08_26_39,D14_2
08_26_65,D14_2
08_26_66,D14_2
08_26_69,D14_3
08_27_01,D14_2
08_27_35,D14_2
08_27_43,D14_1
08_27_47,D14_2
08_27_53,D14_1
08_27_67,D14_2
08_27_71,D14_2
08_27_93,D14_2
08_28_02,D14_1
08_28_06,D14_3
08_28_07,D14_1
08_28_61,D14_1
08_28_65,D14_1
08_28_67,D14_1
08_28_83,D14_2
08_28_88,D14_3
08_28_94,D14_2
08_28_96,D14_1
08_29_27,D14_2
08_29_43,D14_2
08_29_61,D14_3
08_29_80,D14_1
08_30_36,D14_2
08_30_41,D14_3
08_30_49,D14_1
08_30_81,D14_1
08_31_03,D14_1
08_31_34,D14_2
08_31_39,D14_2
08_31_88,D14_2
08_32_56,D14_2
08_32_62,D14_3
08_32_66,D14_2
08_33_17,D14_1
08_33_38,D14_3
08_33_44,D14_1
08_33_49,D14_1
08_33_55,D14_1
08_33_69,D14_3
08_33_73,D14_3
08_33_80,D14_2
08_33_90,D14_3
08_34_29,D14_3
08_34_63,D14_2
08_35_26,D14_2
08_35_50,D14_2
08_35_70,D14_2
08_35_81,D14_2
08_36_40,D14_2
08_36_63,D14_3
08_36_72,D14_3
08_36_84,D14_2
08_37_04,D14_2
08_37_11,D14_2
08_37_14,D14_2
08_37_35,D14_2
08_38_50,D14_2
08_38_62,D14_2
08_38_64,D14_1
08_38_68,D14_3
08_38_74,D14_3
08_38_79,D14_2
08_38_92,D14_2
08_38_93,D14_3
08_39_11,D14_1
08_39_26,D14_3
08_39_43,D14_1
08_39_58,D14_2
08_39_71,D14_1
08_39_86,D14_1
08_39_90,D14_3
08_40_26,D14_2
08_40_28,D14_2
08_40_33,D14_1
08_40_57,D14_1
08_40_76,D14_2
08_40_90,D14_2
08_41_45,D14_1
08_41_46,D14_1
08_41_51,D14_1
08_41_57,D14_2
08_41_72,D14_3
08_42_29,D14_1
08_42_30,D14_2
08_42_46,D14_1
08_42_68,D14_3
08_42_72,D14_3
08_43_12,D14_2
08_43_19,D14_2
08_43_21,D14_2
08_43_24,D14_1
08_43_25,D14_2
08_43_27,D14_3
08_43_44,D14_2
08_43_76,D14_2
08_44_12,D14_2
08_44_25,D14_2
08_44_37,D14_3
08_44_57,D14_2
08_44_72,D14_2
08_44_77,D14_3
08_44_83,D14_1
08_45_31,D14_2
08_45_34,D14_1
08_45_35,D14_2
08_45_42,D14_3
08_45_43,D14_1
08_45_62,D14_2
08_45_63,D14_1
08_46_43,D14_2
08_46_55,D14_3
08_46_56,D14_2
08_46_61,D14_2
08_46_62,D14_2
08_46_64,D14_1
08_46_80,D14_2
08_46_82,D14_2
08_46_83,D14_1
08_47_07,D14_3
08_47_22,D14_1
08_47_28,D14_3
